SA2 Code 2016,SA2 Name,median_age,population,median_weekly_personal_income,average_life_satisfaction_score,percent_unemployed,homeless_rate,housing_stress_30_40_rule,gini_coefficient,poverty_rate,ier_score,percent_nonreligious,percent_citizenship,sentiment,counts,suburb_code
119041378,Kogarah,34,11323,683,75.79359513791492,7.0,0.0030910536077011393,22.9,0.2769524200000003,14.1,945,23.0,50.3,0.17123018135078302,61,119041378
119031374,South Hurstville - Blakehurst,36,24041,620,75.72146562905317,7.1,0.005324237760492492,21.8,0.3371972000000003,16.1,1015,41.2,45.1,0.38295653045867295,37,119031374
119031373,Riverwood,39,11292,458,74.83308130743282,9.8,0.007881686149486361,30.7,0.3058261300000017,25.6,872,34.2,40.1,0.43726304882200834,7,119031373
119031369,Mortdale - Penshurst,36,23858,728,76.74788662357037,5.6,0.002179562410931344,19.3,0.2964915600000003,12.6,1003,30.0,38.7,0.24007038387173693,75,119031369
119031368,Hurstville,32,23623,483,,9.2,0.01100622274901579,30.1,0.3006220800000013,22.7,932,48.4,51.9,0.33317963809411216,54,119031368
119021573,Lakemba,31,17078,427,,13.4,0.020904087129640474,38.4,0.3588237200000013,32.8,855,6.2,45.2,0.34366908050403416,33,119021573
119021367,Roselands,36,13711,548,77.46796514607894,7.4,0.0048136532710962,28.7,0.30423358,22.8,1000,18.1,25.8,0.41855323262695915,16,119021367
119021366,Punchbowl,32,20767,428,76.913455719185,10.1,0.011364183560456494,36.3,0.3201499600000013,32.0,932,9.3,28.2,0.26004253408352307,28,119021366
119031372,Peakhurst - Lugarno,42,17976,678,78.47866282079728,4.6,0.0010013351134846463,16.3,0.3114946500000003,12.0,1060,25.2,24.0,0.09771391415382172,16,119031372
119031371,Oatley - Hurstville Grove,40,12606,779,77.99813103519884,4.7,0.0012692368713311123,13.9,0.3278971000000011,10.2,1075,35.9,31.4,-0.3013767950466939,4,119031371
119021364,Kingsgrove (North) - Earlwood,41,23693,657,77.97893538286365,4.9,0.0032921115941417296,17.4,0.3085046400000011,12.8,1040,18.6,19.2,0.3330611950846418,33,119021364
