SA2 Code 2016,SA2 Name,median_age,population,median_weekly_personal_income,average_life_satisfaction_score,percent_unemployed,homeless_rate,housing_stress_30_40_rule,gini_coefficient,poverty_rate,ieo_score,percent_nonreligious,percent_citizenship,sentiment,counts,suburb_code
506051140,Kalamunda - Maida Vale - Gooseberry Hill,45,14893,703,79.67428163483848,6.6,0.0019472235278318673,15.3,0.305979850000001,9.7,1038,28.4,24.1,0.15703898305084746,59,506051140
506051141,Lesmurdie - Bickley - Carmel,42,11590,658,79.63588915123648,6.3,0.0008628127696289905,15.5,0.3452614,11.2,1035,28.0,23.0,0.19195053763440859,93,506051141
506061142,Byford,29,16100,798,79.08371040723982,7.3,0.0014285714285714286,27.2,0.2615366600000003,15.3,941,25.9,43.9,0.21134000000000003,20,506061142
506061143,Mundijong,39,6335,708,79.26448253417227,6.9,0.00047355958958168905,20.7,0.29896376000000136,12.4,950,29.7,28.3,0.3044826086956522,23,506061143
506061144,Serpentine - Jarrahdale,43,4405,656,79.25561797752809,7.8,0.002724177071509648,18.0,0.30838045000000136,12.8,960,27.3,27.5,0.13656774193548388,31,506061144
506071145,Como,36,14007,866,77.77580900867295,7.1,0.0014278574998215178,18.4,0.3226489700000015,11.9,1113,30.0,44.2,0.2197018181818182,55,506071145
506071146,Manning - Waterford,36,11456,584,77.94816138917263,9.3,0.004189944134078212,15.4,0.339490030000001,15.8,1104,27.3,42.7,0.36460312500000003,32,506071146
506071147,South Perth - Kensington,38,16573,957,78.44863211835688,6.5,0.0011464430097145961,15.4,0.3347105700000018,9.5,1137,34.0,42.7,0.2308155,200,506071147
507011148,Banjup,32,17508,851,78.58630322526031,6.6,0.0003427004797806717,19.6,0.2615295600000003,10.2,1040,30.5,42.8,0.4337175438596491,57,507011148
507011152,Coogee,41,8750,727,78.82019892884468,6.4,0.0008,14.3,0.2935254300000003,9.1,998,21.2,28.6,0.36608072289156623,83,507011152
507011153,Coolbellup,38,8147,648,77.5284661754856,9.8,0.0022094022339511476,20.1,0.2999324200000003,16.8,991,29.9,37.1,0.0,3,507011153
507011154,Hamilton Hill,40,10396,598,76.9344240311117,10.0,0.007887649095806078,23.2,0.30716705,19.7,981,27.7,35.4,0.15936162790697675,86,507011154
507011158,North Coogee,40,2375,1136,79.994209612044,5.6,0.003789473684210526,12.5,0.2920938,5.9,1127,36.6,35.3,0.21157777777777778,54,507011158
507011159,South Lake - Cockburn Central,36,11466,707,77.61751152073732,9.0,0.0057561486132914706,21.1,0.29251996000000136,14.4,979,29.3,40.8,0.33494186046511626,43,507011159
507011160,Spearwood,41,10106,612,77.77494635193133,8.0,0.005442311498119929,19.3,0.29250184,16.0,937,18.2,35.6,0.43861333333333336,15,507011160
507011161,Success - Hammond Park,31,14868,892,78.11154113327379,7.2,0.0015469464622006996,23.4,0.2736525800000003,11.7,1033,28.2,46.2,0.3967413793103448,58,507011161
507011163,Yangebup,35,7484,723,78.04675716440423,8.3,0.0018706574024585784,22.0,0.2821204000000003,16.2,957,24.2,35.4,0.09334,10,507011163
507011259,Beeliar - Wattleup,33,8220,812,78.41059602649007,7.3,0.00291970802919708,21.0,0.2753282200000011,12.4,995,23.5,36.5,0.43448000000000003,10,507011259
507011260,Jandakot,40,2578,689,79.81573705179282,6.5,0.0,22.4,0.4069774700000011,16.4,1056,28.6,33.5,0.35157299270073,137,507011260
507021164,East Fremantle,43,7370,923,79.35428571428571,5.9,0.0009497964721845319,11.8,0.3152988000000003,8.1,1137,38.2,27.7,0.19403333333333336,48,507021164
507021165,Fremantle,42,14877,865,77.94377978795836,6.8,0.01593063117564025,16.0,0.34121063,12.6,1114,44.4,36.8,0.2040022756005057,1582,507021165
507021166,Fremantle - South,42,14380,695,77.8112601549216,7.6,0.006467315716272601,16.8,0.324600100000001,13.4,1056,37.8,31.0,0.221784756097561,164,507021166
507031169,Bertram - Wellard (West),29,13999,808,78.01125906679658,10.0,0.0006429030645046075,27.8,0.2616997,17.0,978,21.0,48.5,0.44633333333333336,9,507031169
507031170,Calista,35,7662,501,77.07180181923746,14.4,0.0026102845210127902,28.8,0.3009841000000015,27.3,868,25.8,41.8,0.6546200000000001,5,507031170
507031172,Hope Valley - Postans,48,67,587,,0.0,0.0,,,,913,,,0.24912222222222222,27,507031172
507031174,Parmelia - Orelia,36,10947,524,77.37817156665324,13.2,0.0034712706677628574,26.8,0.2859259500000003,24.2,859,24.6,42.1,0.3184283333333333,60,507031174
507031261,Casuarina - Wandi,31,6157,886,79.08946110963632,7.2,0.00048725028422933245,24.5,0.2848596600000011,12.8,999,24.6,38.7,0.39866875,16,507031261
507041175,Applecross - Ardross,42,10996,886,79.00121359223301,6.3,0.0008184794470716625,14.0,0.3458366700000011,9.7,1137,28.3,32.1,0.3256023529411765,85,507041175
507041176,Bateman,40,3706,694,78.34591873426825,8.3,0.0029681597409606042,15.9,0.2881033,11.0,1100,25.5,32.8,0.27540000000000003,6,507041176
507041177,Bicton - Palmyra,40,13673,836,78.51656551586906,6.6,0.0016090104585679806,16.9,0.31170815,11.4,1090,34.2,29.8,0.21773194444444444,72,507041177
507041178,Booragoon,41,14473,780,78.74241030358786,7.1,0.001105506805776273,14.8,0.34245846000000135,10.8,1114,29.5,34.4,0.390758865248227,141,507041178
507041179,Bull Creek,43,7736,641,78.24270671500086,8.1,0.0019389865563598759,12.5,0.3078962300000003,10.3,1093,27.1,37.6,0.336775,20,507041179
507041180,Leeming,41,10722,760,79.14172851328705,6.3,0.00037306472673008767,12.6,0.2809651,8.4,1078,27.2,29.6,0.20354666666666663,15,507041180
507041181,Melville,40,16269,830,79.267750213858,5.2,0.0008605323006945725,13.6,0.33113995,8.8,1101,30.1,27.6,0.28502500000000003,88,507041181
507041182,Murdoch - Kardinya,42,12248,595,78.29169406092483,8.8,0.001959503592423253,14.7,0.3078656800000015,12.1,1042,25.3,40.1,0.16489230769230773,78,507041182
507041183,Willagee,36,4887,610,77.2659511031604,8.5,0.0008184980560671168,17.8,0.32867867000000206,20.0,1027,32.9,39.0,0.12681967213114753,61,507041183
507041184,Winthrop,41,5924,670,78.54842219804135,6.8,0.0,9.6,0.3463352600000003,10.6,1109,22.1,30.9,0.06272,10,507041184
507051185,Baldivis,29,33005,799,79.04841561917507,8.2,0.0012119375852143615,24.9,0.2694940600000003,14.0,973,33.0,46.7,0.33701772151898735,79,507051185
507051186,Cooloongup,39,8594,496,77.72458045409674,14.0,0.001279962764719572,26.0,0.3087191,24.7,861,28.7,37.1,0.0,7,507051186
507051187,Port Kennedy,32,13748,654,78.42616363433419,10.8,0.0008001163805644458,23.5,0.27813223,17.1,926,31.7,40.5,0.3050083333333333,96,507051187
507051188,Rockingham,43,15437,613,77.64804313470299,10.0,0.0018138239295199844,22.6,0.312582580000002,18.5,911,26.2,32.3,0.189127731092437,238,507051188
507051190,Safety Bay - Shoalwater,44,11525,582,78.58031335964597,10.6,0.0006073752711496746,20.5,0.3119358000000003,16.8,955,31.1,31.6,0.4599333333333333,51,507051190
507051191,Singleton - Golden Bay - Secret Harbour,31,19650,754,79.15974365060526,9.2,0.000712468193384224,23.5,0.2825502000000003,14.4,982,37.0,43.6,0.0,1,507051191
507051192,Waikiki,36,12454,619,78.19772832637923,10.4,0.0008029548739360848,22.5,0.2942145200000003,18.1,922,28.6,37.6,0.38109000000000004,10,507051192
507051193,Warnbro,35,10696,588,77.8712203023758,12.6,0.0011219147344801795,25.7,0.2981645500000003,21.4,902,33.0,38.4,0.10981,10,507051193
